key,en,jp,ch,tc,ru,sp,latam,gr,pl,it,tr,fr,br,pr,kr,hu
aero_magic_description,"When shooting your last ammo, also shoot out a <color=#f5d6c1>Gale</color> of wind. <color=#f5d6c1>Gale</color> deals <color=#f5d6c1>10</color> damage every <color=#f5d6c1>0.5</color> seconds.",弾切れ時に<color=#f5d6c1>竜巻</color>を放つ。<color=#f5d6c1>竜巻</color>は<color=#f5d6c1>0.5</color>秒ごとに<color=#f5d6c1>10</color>ダメージを与える。,射出最后一枚子弹时会额外释放 <color=#f5d6c1>龙卷风</color> 。 <color=#f5d6c1>龙卷风</color> 每 <color=#f5d6c1>0.5</color> 秒造成 <color=#f5d6c1>10</color>伤害。,射出最後一枚子彈時會額外釋放 <color=#f5d6c1>龍捲風</color> 。 <color=#f5d6c1>龍捲風</color> 每 <color=#f5d6c1>0.5</color> 秒造成 <color=#f5d6c1>15</color>傷害。,"Выстреливая последний снаряд, также запустить <color=#f5d6c1>Шторм</color>. <color=#f5d6c1>Шторм</color> наносит <color=#f5d6c1>10</color> урона каждые <color=#f5d6c1>0,5</color> секунды.","Al disparar tu última munición, también disparas un <color=#f5d6c1>Vendaval</color> de viento. <color=#f5d6c1>Vendaval</color> inflige <color=#f5d6c1>10</color> de daño cada <color=#f5d6c1>0,5</color> segundos.","Al disparar tu última munición, también disparas un <color=#f5d6c1>Vendaval</color> de viento. <color=#f5d6c1>Vendaval</color> inflige <color=#f5d6c1>10</color> de daño cada <color=#f5d6c1>0,5</color> segundos.","Beschwöre einen <color=#f5d6c1>Sturm</color>, wenn du deine letzte Munition schießt. Der <color=#f5d6c1>Sturm</color> verursacht jede <color=#f5d6c1>0.5</color> Sekunden <color=#f5d6c1>10</color> Schaden.","Podczas wystrzeliwania twojego ostatniego pocisku, wystrzel również <color=#f5d6c1>Wichurę</color>. <color=#f5d6c1>Wichura</color> zadaje <color=#f5d6c1>10</color> obrażeń co <color=#f5d6c1>0.5</color> sekundy.","Quando spari la tua ultima munizione, spari anche una <color=#f5d6c1>Tempesta</color> di vento. La <color=#f5d6c1>Tempesta</color> infligge <color=#f5d6c1>10</color> danni ogni <color=#f5d6c1>0.5</color> secondi.","When shooting your last ammo, also shoot out a <color=#f5d6c1>Gale</color> of wind. <color=#f5d6c1>Gale</color> deals <color=#f5d6c1>10</color> damage every <color=#f5d6c1>0.5</color> seconds.","quand vous tirez votre derniere balle, tirez aussi un <color=#f5d6c1>coup</color> de vent, le <color=#f5d6c1>coup</color> fais <color=#f5d6c1>10</color> deégat toute les <color=#f5d6c1>0,5</color> secondes","Ao disparar a sua última munição, também dispare um <color=#f5d6c1>Vendaval</color>. O <color=#f5d6c1>Vendaval</color> causa <color=#f5d6c1>10</color> de dano a cada <color=#f5d6c1>0.5</color> segundos.","Ao disparar a sua última munição, também dispare um <color=#f5d6c1>Vendaval</color>. O <color=#f5d6c1>Vendaval</color> causa <color=#f5d6c1>10</color> de dano a cada <color=#f5d6c1>0.5</color> segundos.","When shooting your last ammo, also shoot out a <color=#f5d6c1>Gale</color> of wind. <color=#f5d6c1>Gale</color> deals <color=#f5d6c1>10</color> damage every <color=#f5d6c1>0.5</color> seconds.","When shooting your last ammo, also shoot out a <color=#f5d6c1>Gale</color> of wind. <color=#f5d6c1>Gale</color> deals <color=#f5d6c1>10</color> damage every <color=#f5d6c1>0.5</color> seconds."
aero_mastery_name,Aero Mastery,風マスター,御风大师,御風大師,Магистр воздуха,Aero Maestría,Aero Maestría,Aero Meisterung,Mistrzyni Powietrza,Dominazione dell'Aria,Aero Mastery,Maitrise aero,Domínio Aéreo,Domínio Aéreo,Aero Mastery,Aero Mastery
aero_mastery_description,<color=#f5d6c1>Gale</color> damage increased by <color=#f5d6c1>15</color>.,<color=#f5d6c1>竜巻</color>のダメージが<color=#f5d6c1>15</color>増加。,<color=#f5d6c1>龙卷风</color>增加<color=#f5d6c1>15</color>点伤害。,<color=#f5d6c1>龍捲風</color>增加<color=#f5d6c1>15</color>點傷害。,Урон от <color=#f5d6c1>Шторма</color> увеличен на <color=#f5d6c1>15</color>.,El daño de <color=#f5d6c1>Vendaval</color> aumenta en <color=#f5d6c1>15</color>.,El daño de <color=#f5d6c1>Vendaval</color> aumenta en <color=#f5d6c1>15</color>.,<color=#f5d6c1>Sturm</color> Schaden erhöht um <color=#f5d6c1>15</color>.,Obrażenia <color=#f5d6c1>Wichury</color> są zwiększone o <color=#f5d6c1>15</color>.,Il danno delle <color=#f5d6c1>Tempeste</color> é aumentato di <color=#f5d6c1>15</color>.,<color=#f5d6c1>Gale</color> damage increased by <color=#f5d6c1>15</color>.,dégat du <color=#f5d6c1>coup</color> augmenté a <color=#f5d6c1>15</color>,O dano do <color=#f5d6c1>Vendaval</color> é aumentado em <color=#f5d6c1>15</color>.,O dano do <color=#f5d6c1>Vendaval</color> é aumentado em <color=#f5d6c1>15</color>.,<color=#f5d6c1>Gale</color> damage increased by <color=#f5d6c1>15</color>.,<color=#f5d6c1>Gale</color> damage increased by <color=#f5d6c1>15</color>.
eye_of_the_storm_name,Eye of the Storm,嵐の目,风暴之眼,風暴之眼,Глаз бури,Ojo de la Tormenta,Ojo de la Tormenta,Auge des Sturms,Oko Cyklonu,Occhio del ciclone,Eye of the Storm,Oeil de la tempête,Olho da Tempestade,Olho da Tempestade,Eye of the Storm,Eye of the Storm
eye_of_the_storm_description,Deal double of <color=#f5d6c1>Gale's</color> damage to nearby enemies every <color=#f5d6c1>2</color> seconds. <color=#f5d6c1>Gale</color> damage is increased by <color=#f5d6c1>5</color>.,<color=#f5d6c1>2</color>秒ごとに周囲の敵に<color=#f5d6c1>竜巻</color>の2倍のダメージを与える。<color=#f5d6c1>竜巻</color>のダメージが<color=#f5d6c1>5</color>増加。,每<color=#f5d6c1>2</color>秒对附近的敌人造成双倍<color=#f5d6c1>龙卷风</color>伤害。 <color=#f5d6c1>龙卷风</color>增加<color=#f5d6c1>5</color>点伤害。,每<color=#f5d6c1>2</color>秒對附近的敵人造成雙倍<color=#f5d6c1>龍捲風</color>傷害。 <color=#f5d6c1>龍捲風</color>增加<color=#f5d6c1>5</color>點傷害。,Каждые <color=#f5d6c1>2</color> секунды наносит двойной урон он <color=#f5d6c1>Шторма</color> ближайшим врагам. Урон от <color=#f5d6c1>Шторма</color> увеличивается на <color=#f5d6c1>5</color>.,Inflige el doble del daño de <color=#f5d6c1>Vendaval</color> a los enemigos cercanos cada <color=#f5d6c1>2</color> segundos. El daño de <color=#f5d6c1>Vendaval</color> aumenta en <color=#f5d6c1>5</color>.,Inflige el doble del daño de <color=#f5d6c1>Vendaval</color> a los enemigos cercanos cada <color=#f5d6c1>2</color> segundos. El daño de <color=#f5d6c1>Vendaval</color> aumenta en <color=#f5d6c1>5</color>.,Verursache jede <color=#f5d6c1>2</color> Sekunden doppelten <color=#f5d6c1>Sturm</color> Schaden an nahe Gegner.  <color=#f5d6c1>Sturm</color> Schaden erhöht um <color=#f5d6c1>5</color>.,Zadaje podwojone obrażenia <color=#f5d6c1>Wichury</color> pobliskim przeciwnikom co <color=#f5d6c1>2</color> sekundy. Obrażenia <color=#f5d6c1>Wichury</color> są zwiększone o <color=#f5d6c1>5</color>.,Infliggi il doppio del danno delle <color=#f5d6c1>Tempeste</color> ai nemici vicini ogni <color=#f5d6c1>2</color> secondi. Il danno delle <color=#f5d6c1>Tempeste</color> é aumentato di <color=#f5d6c1>5</color>.,Deal double of <color=#f5d6c1>Gale's</color> damage to nearby enemies every <color=#f5d6c1>2</color> seconds. <color=#f5d6c1>Gale</color> damage is increased by <color=#f5d6c1>5</color>.,vous faite le double des dégats du <color=#f5d6c1>coup</color> au ennemis autour de vous toute les <color=#f5d6c1>2</color> secondes. augmente les dégats du coup de <color=#f5d6c1>5</color>,Causa o dobro de dano do <color=#f5d6c1>Vendaval</color> para inimigos nas proximidades a cada <color=#f5d6c1>2</color> segundos. O dano do <color=#f5d6c1>Vendaval</color> é aumentado em <color=#f5d6c1>5</color>.,Causa o dobro de dano do <color=#f5d6c1>Vendaval</color> para inimigos nas proximidades a cada <color=#f5d6c1>2</color> segundos. O dano do <color=#f5d6c1>Vendaval</color> é aumentado em <color=#f5d6c1>5</color>.,Deal double of <color=#f5d6c1>Gale's</color> damage to nearby enemies every <color=#f5d6c1>2</color> seconds. <color=#f5d6c1>Gale</color> damage is increased by <color=#f5d6c1>5</color>.,Deal double of <color=#f5d6c1>Gale's</color> damage to nearby enemies every <color=#f5d6c1>2</color> seconds. <color=#f5d6c1>Gale</color> damage is increased by <color=#f5d6c1>5</color>.
windborne_name,Windborne,風速,风掣雷行,風掣雷行,Дитя ветров,Aerotrasportado,Aerotrasportado,Vom Wind getragen,Huragan,Portato dal vento,Windborne,WindBorne,Carregado pelo Vento,Carregado pelo Vento,Windborne,Windborne
windborne_description,<color=#f5d6c1>Gale's</color> damage is increased by bonuses to your <color=#f5d6c1>Move Speed</color>.,<color=#f5d6c1>移動速度</color>ボーナスにより<color=#f5d6c1>竜巻</color>のダメージが増加。,<color=#f5d6c1>龙卷风</color>伤害随着<color=#f5d6c1>移动速度</color>增加而增加。,<color=#f5d6c1>龍捲風</color>傷害隨著<color=#f5d6c1>移動速度</color>增加而增加。,Урон <color=#f5d6c1>Шторма</color> увеличивается за счет бонусов <color=#f5d6c1>скорости бега</color>.,El daño de <color=#f5d6c1>Vendaval</color> aumenta con las bonificaciones a tu <color=#f5d6c1>Vel. de Movimiento</color>.,El daño de <color=#f5d6c1>Vendaval</color> aumenta con las bonificaciones a tu <color=#f5d6c1>Vel. de Movimiento</color>.,<color=#f5d6c1>Sturm</color> Schaden wird durch Boni auf deine <color=#f5d6c1>Bewegungsgeschwindigkeit</color> erhöht.,Obrażenia <color=#f5d6c1>Wichury</color> są zwiększone o bonusy do twojej <color=#f5d6c1>Prędkości Ruchu</color>.,Il danno delle <color=#f5d6c1>Tempeste</color> é aumentato dai bonus alla tua <color=#f5d6c1>Velocitá di movimento</color>.,<color=#f5d6c1>Gale's</color> damage is increased by bonuses to your <color=#f5d6c1>Move Speed</color>.,Les dégats du <color=#f5d6c1>coup</color> sont augmenté par vos bonus de <color=#f5d6c1>vitesse</color>,O dano do <color=#f5d6c1>Vendaval</color> é aumentado pelos bônus de sua <color=#f5d6c1>Velocidade de Movimento</color>.,O dano do <color=#f5d6c1>Vendaval</color> é aumentado pelos bônus de sua <color=#f5d6c1>Velocidade de Movimento</color>.,<color=#f5d6c1>Gale's</color> damage is increased by bonuses to your <color=#f5d6c1>Move Speed</color>.,<color=#f5d6c1>Gale's</color> damage is increased by bonuses to your <color=#f5d6c1>Move Speed</color>.
new_ghost_friend_description,Summon a <color=#f5d6c1>Ghost Friend</color> that rapidly shoots projectiles for <color=#f5d6c1>8</color> damage.,<color=#f5d6c1>8<color>ダメージを与える弾を素早く発射する<color=#f5d6c1>幽霊の友</color>を召喚。,召唤一只<color=#f5d6c1>幽灵伙伴</color> ，快速向敌人射击，每次造成<color=#f5d6c1>8</color> 点伤害。,召喚一隻<color=#f5d6c1>幽靈夥伴</color> ，快速向敵人射擊，每次造成<color=#f5d6c1>8</color> 點傷害。,"Призывает <color=#f5d6c1>Призрачного друга</color>, который стреляет быстрыми снарядами, наносящими <color=#f5d6c1>8</color> урона.",Invoca a un <color=#f5d6c1>Amigo Fantasma</color> que dispara proyectiles rápidamente e infligen <color=#f5d6c1>8</color> de daño.,Invoca a un <color=#f5d6c1>Amigo Fantasma</color> que dispara proyectiles rápidamente e infligen <color=#f5d6c1>8</color> de daño.,Summon a <color=#f5d6c1>Ghost Friend</color> that rapidly shoots projectiles for <color=#f5d6c1>8</color> damage.,Summon a <color=#f5d6c1>Ghost Friend</color> that rapidly shoots projectiles for <color=#f5d6c1>8</color> damage.,"Evoca un <color=#f5d6c1>Amico Fantasma</color> che spara velocemente alcuni proiettili, infliggendo <color=#f5d6c1>8</color> danni.",Summon a <color=#f5d6c1>Ghost Friend</color> that rapidly shoots projectiles for <color=#f5d6c1>8</color> damage.,Invoquee un <color=#f5d6c1>ami fantôme</color> qui tire rapidement des projectiles pour <color=#f5d6c1>8</color> points de dégâts.,Conjura um <color=#f5d6c1>Amigo Fantasma</color> que dispara os projéteis rapidamente com <color=#f5d6c1>8</color> de dano.,Conjura um <color=#f5d6c1>Amigo Fantasma</color> que dispara os projéteis rapidamente com <color=#f5d6c1>8</color> de dano.,Summon a <color=#f5d6c1>Ghost Friend</color> that rapidly shoots projectiles for <color=#f5d6c1>8</color> damage.,Summon a <color=#f5d6c1>Ghost Friend</color> that rapidly shoots projectiles for <color=#f5d6c1>8</color> damage.
best_friends_name,Best Friends,至高の友,挚友,摯友,Лучшие друзья,Mejores Amigos,Mejores Amigos,Best Friends,Best Friends,Amici Per Sempre,Best Friends,Meilleurs amis,Melhores Amigos,Melhores Amigos,Best Friends,Best Friends
best_friends_description,<color=#f5d6c1>Ghost Friend's</color> attack speed is increased by your Fire Rate.,<color=#f5d6c1>幽霊の友</color>の攻撃速度は、あなたの発射速度によって増加。,<color=#f5d6c1>幽灵伙伴</color> 的攻击速度也会受射速影响,<color=#f5d6c1>幽靈夥伴</color> 的攻擊速度也會受射速影響,<color=#f5d6c1>Скорость атаки Призрачного друга</color> увеличивается на вашу скорострельность.,La velocidad de ataque de <color=#f5d6c1>Amigo Fantasma</color> aumenta con tu cadencia de fuego.,La velocidad de ataque de <color=#f5d6c1>Amigo Fantasma</color> aumenta con tu cadencia de fuego.,<color=#f5d6c1>Ghost Friend's</color> attack speed is increased by your Fire Rate.,<color=#f5d6c1>Ghost Friend's</color> attack speed is increased by your Fire Rate.,La velocità d'attacco del tuo <color=#f5d6c1>Amico Fantasme</color> è aumentata dal tuo Rateo di Fuoco.,<color=#f5d6c1>Ghost Friend's</color> attack speed is increased by your Fire Rate.,La vitesse d'attaque de <color=#f5d6c1>l'ami fantôme</color> est augmentée par votre cadence de tir.,A velocidade de ataque do <color=#f5d6c1>Amigo Fantasma</color> é aumentada pela sua Taxa de Disparo.,A velocidade de ataque do <color=#f5d6c1>Amigo Fantasma</color> é aumentada pela sua Taxa de Disparo.,<color=#f5d6c1>Ghost Friend's</color> attack speed is increased by your Fire Rate.,<color=#f5d6c1>Ghost Friend's</color> attack speed is increased by your Fire Rate.
ghost_wizard_name,Ghost Wizard,ゴースト・ウィザード,幽灵巫师,幽靈巫師,Призрачный волшебник,Mago Fantasma,Mago Fantasma,Ghost Wizard,Ghost Wizard,Mago Fantasma,Ghost Wizard,Sorcier fantôme,Feiticeiro Fantasma,Feiticeiro Fantasma,Ghost Wizard,Ghost Wizard
ghost_wizard_description,<color=#f5d6c1>Ghost Friend's</color> projectiles inflict <color=#f5d6c1>Burn</color> for <color=#f5d6c1>6</color> damage per second. It also triggers your on-hit effects.,<color=#f5d6c1>幽霊の友</color>の弾は<color=#f5d6c1>6</color>ダメージ/秒の<color=#f5d6c1>燃焼</color>を与える。また、着弾時の効果も作動する。,<color=#f5d6c1>幽灵伙伴</color>的子弹将点燃敌人造成每秒<color=#f5d6c1>6</color>点伤害。它同时受子弹特效影响。,<color=#f5d6c1>幽靈夥伴</color>的子彈將點燃敵人造成每秒<color=#f5d6c1>6</color>點傷害。它同時受子彈特效影響。,Снаряды <color=#f5d6c1>Призрачного друга</color> наносят <color=#f5d6c1>Поджег</color> на <color=#f5d6c1>6</color> урона/с. Другие эффекты от попаданий также активируются.,Los proyectiles de <color=#f5d6c1>Amigo Fantasma</color> infligen <color=#f5d6c1>Quemar</color> por <color=#f5d6c1>6</color> daño cada segundo. También activa tus efectos al golpear.,Los proyectiles de <color=#f5d6c1>Amigo Fantasma</color> infligen <color=#f5d6c1>Quemar</color> por <color=#f5d6c1>6</color> daño cada segundo. También activa tus efectos al golpear.,<color=#f5d6c1>Ghost Friend's</color> projectiles inflict <color=#f5d6c1>Burn</color> for <color=#f5d6c1>6</color> damage per second. It also triggers your on-hit effects.,<color=#f5d6c1>Ghost Friend's</color> projectiles inflict <color=#f5d6c1>Burn</color> for <color=#f5d6c1>6</color> damage per second. It also triggers your on-hit effects.,"I colpi del tuo <color=#f5d6c1>Amico Fantasma</color> infliggono <color=#f5d6c1>Bruciatura</color>, per un totale di <color=#f5d6c1>6</color> danni al secondo. Attiva anche gli effetti sul colpo.",<color=#f5d6c1>Ghost Friend's</color> projectiles inflict <color=#f5d6c1>Burn</color> for <color=#f5d6c1>6</color> damage per second. It also triggers your on-hit effects.,Les projectiles de <color=#f5d6c1>l'ami fantôme</color> infligent <color=#f5d6c1>Brûlure</color> pour <color=#f5d6c1>6</color> points de dégâts par seconde. Cela déclenche également vos effets de toucher.,Os projéteis do <color=#f5d6c1>Amigo Fantasma</color> inflige <color=#f5d6c1>Queimação</color> com <color=#f5d6c1>6</color> de dano por segundo. Também ativa os seus efeitos ao acertar.,Os projéteis do <color=#f5d6c1>Amigo Fantasma</color> inflige <color=#f5d6c1>Queimação</color> com <color=#f5d6c1>6</color> de dano por segundo. Também ativa os seus efeitos ao acertar.,<color=#f5d6c1>Ghost Friend's</color> projectiles inflict <color=#f5d6c1>Burn</color> for <color=#f5d6c1>6</color> damage per second. It also triggers your on-hit effects.,<color=#f5d6c1>Ghost Friend's</color> projectiles inflict <color=#f5d6c1>Burn</color> for <color=#f5d6c1>6</color> damage per second. It also triggers your on-hit effects.
magic_scythe_name,Magic Scythe,魔法の大鎌,魔法镰刀,魔法鐮刀,Магическая коса,Guadaña Mágica,Guadaña Mágica,Magic Scythe,Magic Scythe,Falce Incantata,Magic Scythe,Faux magique,Foice Mágica,Foice Mágica,Magic Scythe,Magic Scythe
